gene_id	gene_name	length	Calu3_polyA_series1-S2-24h-A	Calu3_polyA_series1-S2-24h-B	RPKM_1	RPKM_2	Expr
ENSG00000013725.14	CD6	5958	2	1	0.07531949	0.027193959	0.051256725
ENSG00000013810.19	TACC3	8202	488.5	748	13.36357575	14.77592794	14.06975184
ENSG00000014123.10	UFL1	4539	149	243	7.365529316	8.6739921	8.019760708
ENSG00000014138.9	POLA2	5568	218.83	318.5	8.818313015	9.267938463	9.043125739
ENSG00000014164.7	ZC3H3	3721	252	344	15.1956313	14.97861658	15.08712394
ENSG00000014216.15	CAPN1	7553	883	1251	26.23125659	26.8355658	26.5334112
ENSG00000014257.16	ACPP	4280	5	8	0.262122386	0.302844122	0.282483254
ENSG00000014641.18	MDH1	4990	442	615	19.87465509	19.96859467	19.92162488
ENSG00000014824.14	SLC30A9	7199	240	330	7.480264332	7.427021784	7.453643058
ENSG00000014914.21	MTMR11	4572	130	176	6.379916685	6.237052181	6.308484433
ENSG00000014919.12	COX15	4177	139	203.5	7.466691392	7.893559187	7.68012529
ENSG00000015133.19	CCDC88C	12426	203	328	3.665578845	4.27676538	3.971172112
ENSG00000015153.14	YAF2	10839	62	82	1.283454125	1.225737767	1.254595946
ENSG00000015171.19	ZMYND11	5300	281	376	11.89620192	11.49436296	11.69528244
ENSG00000015285.10	WAS	2381	0	0	0	0	0
ENSG00000015413.9	DPEP1	2737	0	1	0	0.059196787	0.029598393
ENSG00000015475.18	BID	4446	315	474	15.89713902	17.27355848	16.58534875
ENSG00000015479.18	MATR3	12090	1211.5	1637.5	22.4840734	21.94461365	22.21434353
ENSG00000015520.14	NPC1L1	5252	90	129	3.844994021	3.979586274	3.912290148
ENSG00000015532.9	XYLT2	5472	272	365	11.15323087	10.80736221	10.98029654
ENSG00000015592.16	STMN4	3294	0	0	0	0	0
ENSG00000015676.18	NUDCD3	9893	539	813	12.2247119	13.31482516	12.76976853
ENSG00000016082.15	ISL1	2817	52	70	4.141850065	4.026095984	4.083973025
ENSG00000016391.11	CHDH	7787	267	331	7.69341152	6.887010586	7.290211053
ENSG00000016402.13	IL20RA	4730	21	17	0.9961759	0.582318667	0.789247283
ENSG00000016490.15	CLCA1	3340	0	0	0	0	0
ENSG00000016602.9	CLCA4	3447	0	1	0	0.047003657	0.023501828
ENSG00000016864.18	GLT8D1	3783	112	122	6.642928196	5.225121828	5.934025012
ENSG00000017260.19	ATP2C1	8533	2081	2891	54.72026745	54.89329211	54.80677978
ENSG00000017427.16	IGF1	8122	0	0	0	0	0
ENSG00000017483.15	SLC38A5	4018	0	0	0	0	0
ENSG00000017797.13	RALBP1	8041	309	453	8.62236283	9.127693981	8.875028406
ENSG00000018189.13	RUFY3	9405	69	92	1.646145305	1.584900341	1.615522823
ENSG00000018236.15	CNTN1	7492	0	1	0	0.021625948	0.010812974
ENSG00000018280.17	SLC11A1	8676	0	0	0	0	0
ENSG00000018408.14	WWTR1	8413	2712	3669	72.32970154	70.65936892	71.49453523
ENSG00000018510.15	AGPS	8839	419	616	10.63625561	11.29147064	10.96386313
ENSG00000018607.6	ZNF806	1774	0	0	0	0	0
ENSG00000018610.14	CXorf56	2580	142	166	12.34941869	10.42464594	11.38703232
ENSG00000018625.14	ATP1A2	6298	0	0	0	0	0
ENSG00000018699.13	TTC27	3443	146	266	9.514669555	12.51749842	11.01608399
ENSG00000018869.16	ZNF582	3350	8	15	0.535825104	0.725469876	0.63064749
ENSG00000019102.12	VSIG2	1447	2	1	0.310126831	0.111970702	0.211048766
ENSG00000019144.19	PHLDB1	21715	130.5	214.5	1.348430461	1.600443674	1.474437068
ENSG00000019169.10	MARCO	2079	0	0	0	0	0
ENSG00000019186.10	CYP24A1	3988	774	1124	43.54754612	45.66506635	44.60630624
ENSG00000019485.13	PRDM11	13940	92	142	1.480822247	1.650435293	1.56562877
ENSG00000019505.8	SYT13	5445	376	481	15.49415291	14.31265239	14.90340265
ENSG00000019549.12	SNAI2	3398	2	7	0.132064015	0.333770229	0.232917122
ENSG00000019582.15	CD74	4780	2571	3876	120.684656	131.3798626	126.0322593
ENSG00000019991.17	HGF	9755	0	0	0	0	0
ENSG00000019995.6	ZRANB1	5993	140	199	5.241572953	5.379993242	5.310783097
ENSG00000020129.16	NCDN	4917	276	403	12.59466877	13.2793791	12.93702394
ENSG00000020181.17	ADGRA2	7061	13	14	0.413099831	0.321243801	0.367171816
ENSG00000020219.9	CCT8L1P	1674	0	0	0	0	0
ENSG00000020256.20	ZFP64	6790	82	156	2.709704639	3.722440422	3.21607253
ENSG00000020426.11	MNAT1	3877	150	214.5	8.681071532	8.964053233	8.822562383
ENSG00000020577.13	SAMD4A	12170	203	182	3.742685516	2.423001825	3.08284367
ENSG00000020633.18	RUNX3	4523	0	1	0	0.035821712	0.017910856
ENSG00000020922.12	MRE11	7689	191	250	5.573671684	5.267967406	5.420819545
ENSG00000021300.14	PLEKHB1	4933	216	373	9.824727475	12.25097484	11.03785115
ENSG00000021355.13	SERPINB1	3047	252	475	18.5569229	25.25771665	21.90731977
ENSG00000021461.16	CYP3A43	2637	0	0	0	0	0
ENSG00000021488.13	SLC7A9	2598	3	2	0.259095568	0.124727949	0.191911759
ENSG00000021574.12	SPAST	9490	88	137	2.08062751	2.338984189	2.20980585
ENSG00000021645.18	NRXN3	15535	1	0	0.014443306	0	0.007221653
ENSG00000021762.20	OSBPL5	7473	3	2	0.090074975	0.043361864	0.066718419
ENSG00000021776.11	AQR	13431	242	320	4.042824544	3.860242258	3.951533401
ENSG00000021826.15	CPS1	10775	10	12	0.208238294	0.180441695	0.194339995
ENSG00000021852.13	C8B	2732	0	1	0	0.059305126	0.029652563
ENSG00000022267.17	FHL1	6089	5	1	0.184247629	0.026608902	0.105428265
ENSG00000022277.12	RTF2	4063	292	488.5	16.1255266	19.48007736	17.80280198
ENSG00000022355.17	GABRA1	6602	0	0	0	0	0
ENSG00000022556.16	NLRP2	6313	713	998	25.34145912	25.61342663	25.47744288
ENSG00000022567.9	SLC45A4	8608	239.5	339	6.242824645	6.38073005	6.311777348
ENSG00000022840.16	RNF10	5900	448	611	17.03742194	16.77884762	16.90813478
ENSG00000022976.15	ZNF839	5590	61	73	2.448476296	2.115845654	2.282160975
ENSG00000023041.11	ZDHHC6	3748	198	298	11.85341486	12.88218742	12.36780114
ENSG00000023171.18	GRAMD1B	14944	133	180	1.99692916	1.951545034	1.974237097
ENSG00000023191.17	RNH1	7374	736	1108	22.39507689	24.34498765	23.37003227
ENSG00000023228.14	NDUFS1	12174	382	576	7.040571969	7.66588178	7.353226874
ENSG00000023287.13	RB1CC1	7613	235	337	6.926118365	7.172111003	7.049114684
ENSG00000023318.8	ERP44	4808	245	336	11.43350806	11.32264132	11.37807469
ENSG00000023330.15	ALAS1	2536	417	639	36.8947594	40.82484461	38.859802
ENSG00000023445.14	BIRC3	7518	2024	2862	60.40683249	61.67941408	61.04312328
ENSG00000023516.9	AKAP11	9915	148	236	3.34924466	3.856490056	3.602867358
ENSG00000023572.9	GLRX2	6210	43	92	1.553655519	2.400320082	1.976987801
ENSG00000023608.5	SNAPC1	2593	113.5	147	9.821350755	9.185181648	9.503266201
ENSG00000023697.13	DERA	2813	105	189	8.375243523	10.88591662	9.63058007
ENSG00000023734.11	STRAP	2215	775	1058	78.50654207	77.39000391	77.94827299
ENSG00000023839.11	ABCC2	7837	2	5	0.057260881	0.10336966	0.080315271
ENSG00000023892.11	DEF6	2579	82	137	7.13411962	8.606808824	7.870464222
ENSG00000023902.14	PLEKHO1	6629	18	25	0.609259574	0.611033359	0.610146467
ENSG00000023909.10	GCLM	5426	171	269	7.071217533	8.032401749	7.551809641
ENSG00000024048.10	UBR2	8840	537	764	13.63012684	14.00277224	13.81644954
ENSG00000024422.12	EHD2	3844	382	587	22.29758667	24.74159273	23.5195897
ENSG00000024526.17	DEPDC1	5904	200	292	7.600838827	8.013263688	7.807051258
ENSG00000024862.17	CCDC28A	1507	30	40	4.466690687	4.300507114	4.383598901
ENSG00000025039.14	RRAGD	5072	5	5	0.221191603	0.159721614	0.190456609
ENSG00000025156.12	HSF2	2702	81	123	6.726320406	7.375520903	7.050920655
ENSG00000025293.17	PHF20	8372	291	419	7.799048948	8.108821395	7.953935172
ENSG00000025423.11	HSD17B6	2272	3	6	0.296272133	0.427873958	0.362073046
ENSG00000025434.19	NR1H3	4534	57	78	2.820792996	2.787314784	2.80405389
ENSG00000025708.14	TYMP	3600	384.83	514.83	23.98525261	23.17043977	23.57784619
ENSG00000025770.19	NCAPH2	4459	369	524.5	18.56807025	19.05815925	18.81311475
ENSG00000025772.8	TOMM34	1973	490	695	55.72458868	57.07299333	56.39879101
ENSG00000025796.14	SEC63	8606	432	653	11.26316073	12.29376114	11.77846094
ENSG00000025800.14	KPNA6	7457	526	749.5	15.8270319	16.28472487	16.05587839
ENSG00000026025.16	VIM	5176	744	1112	32.25199209	34.80835111	33.5301716
ENSG00000026036.22	RTEL1-TNFRSF6B	9093	97.5	130.5	2.40588742	2.325285332	2.365586376
ENSG00000026103.22	FAS	5578	83.5	111	3.358813131	3.224166048	3.291489589
ENSG00000026297.15	RNASET2	7643	59	80.5	1.73207235	1.706494733	1.719283541
ENSG00000026508.18	CD44	10004	4624	6901	103.7103307	111.7664034	107.7383671
ENSG00000026559.14	KCNG1	5415	1	4	0.041436152	0.11968355	0.080559851
ENSG00000026652.14	AGPAT4	8781	38	35	0.970996124	0.64579845	0.808397287
ENSG00000026751.17	SLAMF7	4833	12	11	0.557111762	0.368764258	0.46293801
ENSG00000026950.17	BTN3A1	5539	498.5	736	20.19350351	21.52877806	20.86114079
ENSG00000027001.10	MIPEP	3388	60	58	3.973614442	2.773687462	3.373650952
ENSG00000027075.15	PRKCH	8830	70.5	102	1.791456595	1.871597255	1.831526925
ENSG00000027644.5	INSRR	5200	0	0	0	0	0
ENSG00000027697.14	IFNGR1	3277	153	172	10.47593671	8.504033003	9.489984859
ENSG00000027847.14	B4GALT7	4878	193	268	8.877555371	8.901556023	8.889555697
ENSG00000027869.11	SH2D2A	2512	4	10	0.357287838	0.644990468	0.501139153
ENSG00000028116.17	VRK2	3531	98	178	6.227392437	8.167614212	7.197503325
ENSG00000028137.19	TNFRSF1B	3778	30	56	1.781710658	2.401590765	2.091650711
ENSG00000028203.18	VEZT	8766	749	1104	19.17159421	20.40518509	19.78838965
ENSG00000028277.21	POU2F2	9072	34.5	27	0.853284645	0.482207159	0.667745902
ENSG00000028310.18	BRD9	9549	207.5	261	4.875712447	4.428488747	4.652100597
ENSG00000028528.15	SNX1	9789	449	626	10.29167088	10.36117326	10.32642207
ENSG00000028839.10	TBPL1	5039	123	191	5.476948154	6.141323012	5.809135583
ENSG00000029153.14	ARNTL2	6983	566	705	18.18663145	16.35761591	17.27212368
ENSG00000029363.16	BCLAF1	9533	588	843	13.83966602	14.32751636	14.08359119
ENSG00000029364.12	SLC39A9	7138	411	544	12.9194241	12.34796209	12.6336931
ENSG00000029534.20	ANK1	10797	0	0	0	0	0
ENSG00000029559.7	IBSP	1573	0	0	0	0	0
ENSG00000029639.11	TFB1M	4111	41	64	2.237763865	2.522350463	2.380057164
ENSG00000029725.17	RABEP1	7059	280	391	8.900055732	8.974422406	8.937239069
ENSG00000029993.15	HMGB3	3914	245	326	14.04504515	13.49490123	13.76997319
ENSG00000030066.13	NUP160	8576	770	1101.5	20.14576806	20.81002781	20.47789793
ENSG00000030110.13	BAK1	2212	176	243	17.85276227	17.79893768	17.82584997
ENSG00000030304.13	MUSK	4246	0	0	0	0	0
ENSG00000030419.16	IKZF2	12240	185	229	3.391315442	3.031286574	3.211301008
ENSG00000030582.18	GRN	3524	987	1399	62.8433213	64.32129005	63.58230568
ENSG00000031003.10	FAM13B	6808	263	356	8.66790371	8.472340125	8.570121917
ENSG00000031081.10	ARHGAP31	9384	4	3	0.095642269	0.051797188	0.073719729
ENSG00000031691.7	CENPQ	1741	150	222	19.33171415	20.65984861	19.99578138
ENSG00000031698.13	SARS	3849	424	602	24.71700368	25.34086945	25.02893657
ENSG00000031823.14	RANBP3	7445	252	338	7.594754073	7.355715604	7.475234838
ENSG00000032219.18	ARID4A	7568	176	281	5.218064237	6.015865639	5.616964938
ENSG00000032389.12	EIPR1	5775	156	193	6.061086563	5.414748029	5.737917296
ENSG00000032444.16	PNPLA6	7172	134.5	176.5	4.207846419	3.987285747	4.097566083
ENSG00000032742.17	IFT88	6111	26	57	0.954638491	1.51124718	1.232942835
ENSG00000033011.12	ALG1	4553	145	196	7.145756758	6.974793473	7.060275115
ENSG00000033030.13	ZCCHC8	9124	258	309	6.344717738	5.487141178	5.915929458
ENSG00000033050.9	ABCF2	5158	227.5	324.5	9.896415936	10.19310023	10.04475808
ENSG00000033100.16	CHPF2	4205	320	465	17.07504492	17.91677683	17.49591088
ENSG00000033122.19	LRRC7	14789	0	2	0	0.021911097	0.010955548
ENSG00000033170.16	FUT8	6700	336	508	11.25232718	12.28462323	11.7684752
ENSG00000033178.13	UBA6	11408	555	773	10.91594522	10.97849764	10.94722143
ENSG00000033327.13	GAB2	6775	90	109	2.980650715	2.606694465	2.79367259
ENSG00000033627.16	ATP6V0A1	10955	321	393	6.574618043	5.812367957	6.193493
ENSG00000033800.13	PIAS1	10776	319	452	6.642185146	6.796006468	6.719095807
ENSG00000033867.16	SLC4A7	9616	349	479	8.143457779	8.070751773	8.107104776
ENSG00000034053.14	APBA2	6869	0	0	0	0	0
ENSG00000034152.18	MAP2K3	3783	352	509	20.87777433	21.79989353	21.33883393
ENSG00000034239.11	EFCAB1	5822	0	0	0	0	0
ENSG00000034510.6	TMSB10	461	2875	3815	1399.312779	1340.807864	1370.060321
ENSG00000034533.11	ASTE1	3427	101	111	6.612796318	5.247854746	5.930325532
ENSG00000034677.13	RNF19A	5852	218	286	8.358532836	7.918349142	8.138440989
ENSG00000034693.15	PEX3	2830	59.5	65	4.717461961	3.721344297	4.219403129
ENSG00000034713.8	GABARAPL2	3010	236	327	17.59233086	17.60168273	17.59700679
ENSG00000034971.17	MYOC	2104	0	0	0	0	0
ENSG00000035115.21	SH3YL1	11165	232	302	4.662374279	4.382492151	4.522433215
ENSG00000035141.8	FAM136A	3086	320	502	23.26654695	26.35607452	24.81131074
ENSG00000035403.17	VCL	9992	1772	2799	39.79139538	45.38615631	42.58877584
ENSG00000035499.13	DEPDC1B	3806	275	419	16.2121938	17.83685042	17.02452211
ENSG00000035664.11	DAPK2	13612	1	2	0.016483747	0.023805702	0.020144724
ENSG00000035681.9	NSMAF	6170	88	124	3.200187208	3.256187858	3.228187533
ENSG00000035687.10	ADSS	3441	357.5	475	23.31144797	22.36566772	22.83855785
ENSG00000035720.8	STAP1	1951	0	0	0	0	0
ENSG00000035862.12	TIMP2	5633	851	1224.5	33.89750126	35.22021232	34.55885679
ENSG00000035928.16	RFC1	6719	298	458	9.951521823	11.04418743	10.49785463
ENSG00000036054.13	TBC1D23	5176	254	357	11.01076074	11.17498323	11.09287198
ENSG00000036257.13	CUL3	11505	569	755	11.09694721	10.63244782	10.86469752
ENSG00000036448.10	MYOM2	7056	0	0	0	0	0
ENSG00000036473.8	OTC	1683	0	0	0	0	0
ENSG00000036530.8	CYP46A1	9352	0	0	0	0	0
ENSG00000036549.13	AC118549.1	9008	295	352	7.348040058	6.331217268	6.839628663
ENSG00000036565.15	SLC18A1	3910	0	0	0	0	0
ENSG00000036672.16	USP2	4523	7	10	0.347255657	0.358217125	0.352736391
ENSG00000036828.16	CASR	12005	72	119	1.345699865	1.606045069	1.475872467
ENSG00000037042.9	TUBG2	2793	27	58	2.169055703	3.364573262	2.766814483
ENSG00000037241.7	RPL26L1	1164	72	88	13.87897498	12.24905609	13.06401553
ENSG00000037280.16	FLT4	8852	1	2	0.025347578	0.036606779	0.030977179
ENSG00000037474.15	NSUN2	5506	692	960	28.19991272	28.24931735	28.22461503
ENSG00000037637.11	FBXO42	9009	118	160	2.93888977	2.877506592	2.908198181
ENSG00000037749.12	MFAP3	7795	186	246	5.353954813	5.11318986	5.233572337
ENSG00000037757.14	MRI1	3466	68	87	4.402083043	4.066901235	4.234492139
ENSG00000037897.17	METTL1	1947	105	128	12.10044172	10.65165152	11.37604662
ENSG00000037965.6	HOXC8	2417	0	0	0	0	0
ENSG00000038002.9	AGA	2605	59	69	5.081853731	4.291551164	4.686702447
ENSG00000038210.13	PI4K2B	3594	229	321.5	14.29668296	14.49358547	14.39513421
ENSG00000038219.13	BOD1L1	15862	310	496	4.38512144	5.066367188	4.725744314
ENSG00000038274.17	MAT2B	5135	634	878	27.70299264	27.70301259	27.70300262
ENSG00000038295.8	TLL1	8105	3	0	0.083051238	0	0.041525619
ENSG00000038358.15	EDC4	6140	443	582.5	16.18874685	15.37094222	15.77984453
ENSG00000038382.20	TRIO	17860	1333	1604	16.74659709	14.55110052	15.6488488
ENSG00000038427.16	VCAN	14678	520	616	7.949033679	6.799653155	7.374343417
ENSG00000038532.16	CLEC16A	12523	181	209	3.243008381	2.704025837	2.973517109
ENSG00000038945.15	MSR1	7812	0	0	0	0	0
ENSG00000039068.19	CDH1	6103	1542.5	2263	56.71000421	60.07781309	58.39390865
ENSG00000039123.16	MTREX	6347	553	746	19.54944848	19.0433461	19.29639729
ENSG00000039139.9	DNAH5	16475	25	39	0.340480671	0.383541282	0.362010976
ENSG00000039319.17	ZFYVE16	15490	309	492	4.475947031	5.146199478	4.811073255
ENSG00000039523.20	RIPOR1	6729	262	375	8.736322142	9.029291436	8.882806789
ENSG00000039537.13	C6	4739	0	0	0	0	0
ENSG00000039560.14	RAI14	7581	588	863	17.40318377	18.44408991	17.92363684
ENSG00000039600.11	SOX30	3489	9	4	0.578787865	0.185751339	0.382269602
ENSG00000039650.12	PNKP	4545	200	304.5	9.873564893	10.85491285	10.36423887
ENSG00000039987.6	BEST2	2646	0	0	0	0	0
ENSG00000040199.18	PHLPP2	12493	103	128	1.849900465	1.660030858	1.754965661
ENSG00000040275.17	SPDL1	4775	245	326	11.51252497	11.06157977	11.28705237
ENSG00000040341.18	STAU2	8964	102	157	2.553149235	2.837727808	2.695438521
ENSG00000040487.13	PQLC2	2686	35	64	2.923747832	3.860529692	3.392138762
ENSG00000040531.14	CTNS	3398	51	64	3.367632393	3.051613524	3.209622958
ENSG00000040608.14	RTN4R	3126	11	16	0.789553546	0.829285249	0.809419397
ENSG00000040633.13	PHF23	2733	162	214	13.30004957	12.68665334	12.99335146
ENSG00000040731.10	CDH10	3660	0	0	0	0	0
ENSG00000040933.15	INPP4A	13187	103	144	1.752544666	1.769250868	1.760897767
ENSG00000041353.10	RAB27B	7154	275	412	8.625050266	9.330850081	8.977950173
ENSG00000041357.16	PSMA4	6994	2013	2925	64.57970007	67.75996514	66.1698326
ENSG00000041515.16	MYO16	8816	2	0	0.050902169	0	0.025451085
ENSG00000041802.11	LSG1	4801	687	944	32.10723508	31.85761208	31.98242358
ENSG00000041880.14	PARP3	2928	91	136	6.973458114	7.525593699	7.249525907
ENSG00000041982.16	TNC	9639	31	24	0.721618387	0.40341514	0.562516763
ENSG00000041988.15	THAP3	4072	53	44	2.920424459	1.750724618	2.335574538
ENSG00000042062.12	RIPOR3	6008	19	15	0.709580307	0.404514661	0.557047484
ENSG00000042088.13	TDP1	6227	73	104	2.630400456	2.705997587	2.668199022
ENSG00000042286.15	AIFM2	5135	333	472.5	14.55062547	14.9085119	14.72956869
ENSG00000042304.11	C2orf83	3486	0	0	0	0	0
ENSG00000042317.17	SPATA7	6872	19	31	0.620366485	0.730889082	0.675627783
ENSG00000042429.12	MED17	16610	126	166.5	1.702075378	1.62411784	1.663096609
ENSG00000042445.14	RETSAT	4049	224	312	12.41303896	12.48474708	12.44889302
ENSG00000042493.16	CAPG	2419	467	618	43.31705165	41.39286987	42.35496076
ENSG00000042753.11	AP2S1	1704	494	690	65.04819279	65.60734027	65.32776653
ENSG00000042781.13	USH2A	20561	1	1	0.010912736	0.007880045	0.00939639
ENSG00000042813.8	ZPBP	2625	0	0	0	0	0
ENSG00000042832.12	TG	11132	3	0	0.060468046	0	0.030234023
ENSG00000042980.12	ADAM28	9351	317	517	7.606398633	8.957883655	8.282141144
ENSG00000043039.6	BARX2	3660	252	352	15.44889182	15.58240578	15.5156488
ENSG00000043093.14	DCUN1D1	8412	467	637	12.45648454	12.26911112	12.36279783
ENSG00000043143.20	JADE2	9877	920	1302	20.89972879	21.3579154	21.12882209
ENSG00000043355.12	ZIC2	3290	9	29	0.613796614	1.42815397	1.020975292
ENSG00000043462.12	LCP2	6839	0	1	0	0.023690833	0.011845416
ENSG00000043514.16	TRIT1	6533	101	144	3.468858561	3.571270656	3.520064609
ENSG00000043591.5	ADRB1	2853	1	1	0.078645903	0.056789907	0.067717905
ENSG00000044012.4	GUCA2B	604	0	0	0	0	0
ENSG00000044090.8	CUL7	5628	152	220	6.059926768	6.333467167	6.196696968
ENSG00000044115.21	CTNNA1	8830	2863	4427	72.75092527	81.23099068	76.99095797
ENSG00000044446.11	PHKA2	9029	139	232	3.454244096	4.163142373	3.808693234
ENSG00000044459.15	CNTLN	11064	73	122	1.480432361	1.786572295	1.633502328
ENSG00000044524.11	EPHA3	6577	300	418	10.2346098	10.29725272	10.26593126
ENSG00000044574.8	HSPA5	3921	5820	8638	333.0458444	356.9351259	344.9904851
ENSG00000046604.13	DSG2	6056	1442	2206	53.42656722	59.01909871	56.22283296
ENSG00000046647.13	GEMIN8	2424	32	51	2.962069468	3.408870413	3.185469941
ENSG00000046651.15	OFD1	5176	289	378	12.52799155	11.83233518	12.18016337
ENSG00000046653.15	GPM6B	5767	30	38	1.167210485	1.067595112	1.117402798
ENSG00000046774.10	MAGEC2	1994	0	0	0	0	0
ENSG00000046889.19	PREX2	12132	0	0	0	0	0
ENSG00000047056.15	WDR37	6000	113	198	4.225762355	5.346712982	4.786237668
ENSG00000047188.16	YTHDC2	10805	284	360	5.897547474	5.398221008	5.647884241
ENSG00000047230.15	CTPS2	5531	134	216	5.4359946	6.327366985	5.881680793
ENSG00000047249.18	ATP6V1H	5104	136	162	5.978691155	5.142535285	5.56061322
ENSG00000047315.16	POLR2B	5891	503	727	19.15829424	19.99485779	19.57657601
ENSG00000047346.12	FAM214A	9832	100	94	2.28210702	1.549026741	1.915566881
ENSG00000047365.12	ARAP2	12427	375	476	6.770844598	6.20602593	6.488435264
ENSG00000047410.14	TPR	12350	1116	1793	20.27566531	23.52265091	21.89915811
ENSG00000047457.14	CP	7072	2	10	0.063454967	0.229102949	0.146278958
ENSG00000047578.13	KIAA0556	9784	124	172	2.843695678	2.848294782	2.84599523
ENSG00000047579.19	DTNBP1	3052	22	52	1.617394747	2.760525389	2.188960068
ENSG00000047597.7	XK	5174	146	193.5	6.331466424	6.059370056	6.19541824
ENSG00000047617.15	ANO2	6255	0	0	0	0	0
ENSG00000047621.12	C12orf4	4932	157	191	7.142569275	6.274559338	6.708564307
ENSG00000047634.15	SCML1	5497	130	189	5.306345113	5.570690094	5.438517603
ENSG00000047644.18	WWC3	7114	242	340	7.632720895	7.743512213	7.688116554
ENSG00000047648.22	ARHGAP6	8104	0	0	0	0	0
ENSG00000047662.4	FAM184B	6622	1	1	0.033883534	0.024467171	0.029175352
ENSG00000047849.21	MAP4	14943	980	1505	14.71519955	16.31817683	15.51668819
ENSG00000047932.14	GOPC	4628	364.5	507.5	17.67185173	17.7670624	17.71945707
ENSG00000047936.10	ROS1	7856	6	8.5	0.171367181	0.175303417	0.173335299
ENSG00000048028.11	USP28	5719	140	230	5.492699197	6.515993928	6.004346562
ENSG00000048052.21	HDAC9	16827	1416	1831	18.88141055	17.6300921	18.25575132
ENSG00000048140.18	TSPAN17	5215	318	395	13.68203459	12.27201039	12.97702249
ENSG00000048162.20	NOP16	2862	305	357	23.91156969	20.2102422	22.06090595
ENSG00000048342.16	CC2D2A	9556	51	76	1.197490045	1.288577022	1.243033533
ENSG00000048392.11	RRM2B	5548	54	93	2.183912249	2.715935349	2.449923799
ENSG00000048405.10	ZNF800	5793	180	227	6.971831036	6.348852832	6.660341934
ENSG00000048462.11	TNFRSF17	1015	0	0	0	0	0
ENSG00000048471.14	SNX29	11299	65	86	1.290777019	1.233193918	1.261985469
ENSG00000048540.15	LMO3	10002	0	2	0	0.032397842	0.016198921
ENSG00000048544.6	MRPS10	2100	245	317	26.17728892	24.45754712	25.31741802
ENSG00000048545.13	GUCA1A	2341	0	0	0	0	0
ENSG00000048649.13	RSF1	15740	983	1296.5	14.01285624	13.34568053	13.67926839
ENSG00000048707.15	VPS13D	20768	250	325	2.700991455	2.535488338	2.618239897
ENSG00000048740.18	CELF2	10978	0	1	0	0.014758754	0.007379377
ENSG00000048828.17	FAM120A	7246	630	838	19.50833014	18.73780092	19.12306553
ENSG00000048991.16	R3HDM1	7898	207	294	5.880728004	6.031191697	5.95595985
ENSG00000049089.15	COL9A2	4215	8	15	0.425863368	0.576589344	0.501226356
ENSG00000049130.15	KITLG	6205	119	160	4.303115987	4.177833503	4.240474745
ENSG00000049167.14	ERCC8	5448	79.5	91.5	3.274220373	2.721177846	2.99769911
ENSG00000049192.15	ADAMTS6	8565	8	8	0.209575493	0.151333665	0.180454579
